번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명
201,제과점영업,07_22_01_P,3230000,3230000-104-2015-00052,2015-03-26,,01,영업/정상,01,영업,,,,,,41.58,138-824,서울특별시 송파구 문정동 20-2번지 지상1층 ,"서울특별시 송파구 송이로32길 32, 지상1층 (문정동)",05803,가비 커피로스터스,2015-03-26 14:01:15,I,2018-08-31 23:59:59.0,커피숍,211155.975978449    ,442801.239134569    ,커피숍
202,제과점영업,07_22_01_P,3230000,3230000-104-2010-00174,2010-05-27,,01,영업/정상,01,영업,,,,,,94.55,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브 엔씨백화점 패션관 3층 (문정동)",05838,더 카페 가든파이브 VIP점,2021-04-06 13:31:35,U,2021-04-08 02:40:00.0,일반조리판매,210986.460698452    ,441725.293491662    ,일반조리판매
203,제과점영업,07_22_01_P,3230000,3230000-104-2018-00137,2018-04-20,,01,영업/정상,01,영업,,,,,,49.43,138-888,서울특별시 송파구 문정동 645-2번지 에이치비지니스파크 ,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 지하1층 제씨-비131호 (문정동)",05836,인자한 김밥,2018-04-20 11:12:38,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
204,제과점영업,07_22_01_P,3230000,3230000-104-2018-00109,2018-04-02,,01,영업/정상,01,영업,,,,,,6.60,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 현대시티아울렛 가든파이브 지하1층 (문정동)",05838,미소미,2018-04-02 14:51:59,I,2018-08-31 23:59:59.0,일반조리판매,210986.460698452    ,441725.293491662    ,일반조리판매
205,제과점영업,07_22_01_P,3230000,3230000-104-2018-00171,2018-05-10,,01,영업/정상,01,영업,,,,,,22.80,138-888,서울특별시 송파구 문정동 645번지 에이치비지니스파크 ,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 지하1층 에이비109호 (문정동)",05836,(주)사이카페 송파대리점,2018-05-10 10:29:07,I,2018-08-31 23:59:59.0,커피숍,,,커피숍
206,제과점영업,07_22_01_P,3230000,3230000-104-2018-00152,2018-04-30,,01,영업/정상,01,영업,,,,,,23.85,138-888,서울특별시 송파구 문정동 640-7번지 수성위너스 ,"서울특별시 송파구 정의로8길 13, 수성위너스 1층 101호 (문정동)",05836,CAFE FLAT(카페 플렛),2018-04-30 15:21:02,I,2018-08-31 23:59:59.0,커피숍,,,커피숍
207,제과점영업,07_22_01_P,3230000,3230000-104-2018-00235,2018-06-20,,01,영업/정상,01,영업,,,,,,25.00,138-888,서울특별시 송파구 문정동 618번지 파크하비오 ,"서울특별시 송파구 송파대로 111, 법조대로205동 B195호 (문정동, 파크하비오)",05837,카페 블루스카이,2018-09-06 15:50:27,U,2018-09-06 23:59:59.0,기타 휴게음식점,210868.397496689    ,442053.227933005    ,기타 휴게음식점
208,제과점영업,07_22_01_P,3230000,3230000-104-2015-00085,2015-04-23,,01,영업/정상,01,영업,,,,,02  408 0554,198.29,138-885,서울특별시 송파구 문정동 150-20번지 지상3층 ,"서울특별시 송파구 중대로 24, 지상3층 (문정동)",05834,빈트리 20025 로뎀,2015-04-23 15:26:28,I,2018-08-31 23:59:59.0,기타 휴게음식점,210339.674694107    ,443161.113158719    ,기타 휴게음식점
209,제과점영업,07_22_01_P,3230000,3230000-104-2018-00239,2018-06-22,,01,영업/정상,01,영업,,,,,,3.30,138-888,서울특별시 송파구 문정동 639-5번지 힐스테이트에코송파 ,"서울특별시 송파구 정의로7길 13, 힐스테이트에코송파 1층 115호 (문정동)",05835,이마트24 문정에코점,2018-06-22 09:44:58,I,2018-08-31 23:59:59.0,편의점,,,편의점
210,제과점영업,07_22_01_P,3230000,3230000-104-2018-00100,2018-03-27,,01,영업/정상,01,영업,,,,,,3.30,138-888,서울특별시 송파구 문정동 642번지 송파 테라타워2 ,"서울특별시 송파구 송파대로 201, 송파 테라타워2 B-136호 (문정동)",05854,GS25편의점 테라타워B동점,2018-03-27 17:35:17,I,2018-08-31 23:59:59.0,편의점,,,편의점
211,제과점영업,07_22_01_P,3230000,3230000-104-2020-00045,2020-02-14,,01,영업/정상,01,영업,,,,,02  588 4858,15.92,138-888,서울특별시 송파구 문정동 644-2 문정현대지식산업센터1-2 ,"서울특별시 송파구 법원로11길 7, 문정현대지식산업센터1-2 C동 지하2층 B211호 (문정동)",05836,더 쉼,2022-11-29 15:47:29,U,2022-12-01 02:40:00.0,커피숍,,,커피숍
212,제과점영업,07_22_01_P,3230000,3230000-104-2020-00054,2020-02-21,,01,영업/정상,01,영업,,,,,,33.00,138-825,서울특별시 송파구 문정동 29-5 ,"서울특별시 송파구 동남로6길 4, 1층 (문정동)",05804,카페리즈,2021-03-31 12:52:14,U,2021-04-02 02:40:00.0,커피숍,210896.872901909    ,443076.480634404    ,커피숍
213,제과점영업,07_22_01_P,3230000,3230000-104-2020-00037,2020-02-12,,01,영업/정상,01,영업,,,,,,30.00,138-824,서울특별시 송파구 문정동 9-6번지 ,"서울특별시 송파구 송이로32길 4, 1층 105호 (문정동)",05796,18.Aout,2020-02-12 13:36:29,I,2020-02-14 00:23:30.0,커피숍,211254.397289421    ,443071.971504487    ,커피숍
214,제과점영업,07_22_01_P,3230000,3230000-104-2014-00281,2014-11-20,,01,영업/정상,01,영업,,,,,,3.30,138-826,서울특별시 송파구 문정동 68-21번지 지상1층 ,"서울특별시 송파구 새말로5길 6, 지상1층 (문정동)",05808,지에스25 문정센타,2014-11-20 13:28:57,I,2018-08-31 23:59:59.0,기타 휴게음식점,210964.573543664    ,442351.597138592    ,기타 휴게음식점
215,제과점영업,07_22_01_P,3230000,3230000-104-2019-00412,2019-11-04,,01,영업/정상,01,영업,,,,,,36.19,138-888,서울특별시 송파구 문정동 645 에이치비지니스파크 ,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 B동 109호 (문정동)",05836,미닝아웃 H비지니스파크점,2023-03-29 15:33:03,U,2023-03-31 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
216,제과점영업,07_22_01_P,3230000,3230000-104-2018-00155,2018-05-02,,01,영업/정상,01,영업,,,,,050714662398,37.39,138-888,서울특별시 송파구 문정동 652-5 문정아이파크,"서울특별시 송파구 법원로4길 6, 문정아이파크 1동 1층 116호 (문정동)",05855,메가엠지씨커피 문정아이파크점,2025-12-15 11:38:24,U,2024-11-01 23:07:00.0,커피숍,,,커피숍
217,제과점영업,07_22_01_P,3230000,3230000-104-2023-00148,2023-04-13,,01,영업/정상,01,영업,,,,,,34.03,138-888,서울특별시 송파구 문정동 639-5 힐스테이트에코송파 ,"서울특별시 송파구 정의로7길 13, 힐스테이트에코송파 213호 (문정동)",05835,더엘에이토스트,2023-04-13 12:01:19,I,2023-04-15 00:20:20.0,커피숍,,,커피숍
218,제과점영업,07_22_01_P,3230000,3230000-104-2023-00174,2023-04-28,,01,영업/정상,01,영업,,,,,,43.54,138-888,서울특별시 송파구 문정동 645-2 에이치비지니스파크 ,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 C동 109호 (문정동)",05836,카페홈즈 문정역점,2023-04-28 13:58:17,I,2023-04-30 00:20:04.0,커피숍,,,커피숍
219,제과점영업,07_22_01_P,3230000,3230000-104-2023-00133,2023-04-07,,01,영업/정상,01,영업,,,,,,39.76,138-200,서울특별시 송파구 문정동 96-8 B.K상사 ,"서울특별시 송파구 새말로 145, B.K상사 1층 101호 (문정동)",05802,coffee G,2023-04-07 12:46:31,I,2023-04-09 00:20:21.0,커피숍,211405.677820914    ,442443.002998195    ,커피숍
220,제과점영업,07_22_01_P,3230000,3230000-104-2023-00135,2023-04-10,,01,영업/정상,01,영업,,,,,,36.25,138-888,서울특별시 송파구 문정동 644 문정현대지식산업센터1-1 ,"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 1층 122호 (문정동)",05836,Penetrer(페네트레),2023-04-10 12:59:01,I,2023-04-12 00:20:19.0,커피숍,,,커피숍
221,제과점영업,07_22_01_P,3230000,3230000-104-2021-00396,2021-12-10,,01,영업/정상,01,영업,,,,,031 4620902,21.16,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프(현대백화점) 지하1층 (문정동)",05838,떡볶이 달인 쫄봉이,2021-12-10 12:04:21,I,2021-12-14 00:22:42.0,백화점,210986.460698452    ,441725.293491662    ,백화점
222,제과점영업,07_22_01_P,3230000,3230000-104-2022-00010,2022-01-17,,01,영업/정상,01,영업,,,,,,3.30,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 T동 10층 10010호 (문정동)",05838,이마트24 SMART 바쿠스Χ하늘공원점,2022-01-17 15:07:17,I,2022-01-19 00:22:40.0,편의점,210986.460698452    ,441725.293491662    ,편의점
223,제과점영업,07_22_01_P,3230000,3230000-104-2021-00405,2021-12-17,,01,영업/정상,01,영업,,,,,,75.70,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, NC백화점 패션관 7층 (문정동)",05838,루시카토 베이크 카페 NC송파가든파이브점,2021-12-17 14:04:06,I,2021-12-19 00:22:42.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
224,제과점영업,07_22_01_P,3230000,3230000-104-2021-00406,2021-12-17,,01,영업/정상,01,영업,,,,,,40.17,138-888,서울특별시 송파구 문정동 639-5 힐스테이트에코송파 ,"서울특별시 송파구 정의로7길 13, 힐스테이트에코송파 1층 135호 (문정동)",05835,매머드 익스프레스 송파에코점,2022-07-05 13:59:45,U,2022-07-07 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
225,제과점영업,07_22_01_P,3230000,3230000-104-2020-00030,2020-02-05,,01,영업/정상,01,영업,,,,,,3.30,138-825,서울특별시 송파구 문정동 25-6번지 ,"서울특별시 송파구 동남로6길 17, 1층 (문정동)",05804,GS25문정제일점,2020-02-05 11:00:42,I,2020-02-07 00:23:23.0,편의점,210994.902057373    ,442970.432182559    ,편의점
226,제과점영업,07_22_01_P,3230000,3230000-104-2020-00028,2020-02-04,,01,영업/정상,01,영업,,,,,,47.79,138-888,서울특별시 송파구 문정동 643-1 엠스테이트 ,"서울특별시 송파구 법원로 114, 엠스테이트 E동 지하1층 E-B169호 (문정동)",05854,매머드 익스프레스 문정역,2024-04-18 12:55:13,U,2024-04-20 02:40:00.0,커피숍,,,커피숍
227,제과점영업,07_22_01_P,3230000,3230000-104-2020-00002,2020-01-07,,01,영업/정상,01,영업,,,,,,15.99,138-885,서울특별시 송파구 문정동 150-2 문정프라자 ,"서울특별시 송파구 중대로 80, 롯데마트 송파점 지하2층 (문정동)",05833,더벤티 롯데마트 송파점,2022-05-20 14:20:23,U,2022-05-22 02:40:00.0,커피숍,210343.699256005    ,443288.284974717    ,커피숍
228,제과점영업,07_22_01_P,3230000,3230000-104-2024-00145,2024-05-07,,01,영업/정상,01,영업,,,,,,61.84,138-888,서울특별시 송파구 문정동 652-5 문정 아이파크 ,"서울특별시 송파구 법원로4길 6, 문정 아이파크 1동 1층 122호 (문정동)",05855,밀탑 문정점,2024-05-07 13:59:45,I,2024-05-09 00:15:05.0,커피숍,,,커피숍
229,제과점영업,07_22_01_P,3230000,3230000-104-2024-00116,2024-04-15,,01,영업/정상,01,영업,,,,,,35.00,138-824,서울특별시 송파구 문정동 16-5 ,"서울특별시 송파구 문정로5길 5, 1층 101호 (문정동)",05797,폴치 커피(porch coffee),2024-04-15 16:12:50,I,2024-04-17 00:15:02.0,커피숍,211347.574683279    ,442825.973720004    ,커피숍
230,제과점영업,07_22_01_P,3230000,3230000-104-2024-00153,2024-05-10,,01,영업/정상,01,영업,,,,,,77.27,138-825,서울특별시 송파구 문정동 37-8 ,"서울특별시 송파구 문정로 31-1, 1층 (문정동)",05803,우지커피 문정근린공원점,2024-05-10 16:11:34,I,2024-05-12 00:14:54.0,커피숍,211103.477771477    ,442704.130721691    ,커피숍
231,제과점영업,07_22_01_P,3230000,3230000-104-2024-00162,2024-05-21,,01,영업/정상,01,영업,,,,,,86.67,138-888,서울특별시 송파구 문정동 651 문정역테라타워 ,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 지하1층 G148호 (문정동)",05855,카페E:DA(카페이다),2024-05-21 12:00:37,I,2024-05-23 00:14:32.0,커피숍,,,커피숍
232,제과점영업,07_22_01_P,3230000,3230000-104-2024-00171,2024-05-23,,01,영업/정상,01,영업,,,,,02  30151180,234.32,138-826,서울특별시 송파구 문정동 55-6 문정역 마에스트로 ,"서울특별시 송파구 문정로 1, B102, B103호 (문정동, 문정역 마에스트로)",05806,스타벅스 문정역2번출구,2024-05-23 15:48:31,I,2024-05-25 00:14:30.0,커피숍,210813.51310976     ,442691.180644406    ,커피숍
233,제과점영업,07_22_01_P,3230000,3230000-104-2024-00160,2024-05-16,,01,영업/정상,01,영업,,,,,,54.68,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 지하1층 F-B1001호 (문정동)",05838,몬도커피츄러스 송파장지역점,2024-05-16 15:36:31,I,2024-05-18 00:14:36.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
234,제과점영업,07_22_01_P,3230000,3230000-104-2023-00210,2023-05-22,,01,영업/정상,01,영업,,,,,02  406 6246,32.00,138-888,서울특별시 송파구 문정동 651-15 파트너스2 ,"서울특별시 송파구 법원로 90, 파트너스2 1층 105호 (문정동)",05855,카페 후르타 커피 및 생과일쥬스(Cafe&Fruta),2024-02-23 11:28:05,U,2024-02-25 02:40:00.0,커피숍,,,커피숍
235,제과점영업,07_22_01_P,3230000,3230000-104-2023-00207,2023-05-19,,01,영업/정상,01,영업,,,,,,35.47,138-885,서울특별시 송파구 문정동 150 올림픽훼밀리타운 ,"서울특별시 송파구 중대로 24, 4동 1층 112호 (문정동, 올림픽훼밀리타운)",05834,씨유 올림픽훼미리점,2023-05-19 14:56:56,I,2023-05-21 00:19:45.0,편의점,210045.748264305    ,442930.687284628    ,편의점
236,제과점영업,07_22_01_P,3230000,3230000-104-2023-00200,2023-05-16,,01,영업/정상,01,영업,,,,,,357.68,138-888,서울특별시 송파구 문정동 641-11 한양타워 ,"서울특별시 송파구 법원로11길 12, 한양타워 1층 (문정동)",05836,스타벅스 문정법조타운 한양타워점,2023-05-16 16:35:55,I,2023-05-18 00:19:49.0,커피숍,,,커피숍
237,제과점영업,07_22_01_P,3230000,3230000-104-2023-00194,2023-05-15,,01,영업/정상,01,영업,,,,,,194.00,138-888,서울특별시 송파구 문정동 652-3 르피에드 ,"서울특별시 송파구 송파대로 141, 르피에드 1층 101~105호 (문정동)",05855,파스쿠찌 문정르피에드점,2023-05-15 09:45:16,I,2023-05-17 00:19:49.0,커피숍,,,커피숍
238,제과점영업,07_22_01_P,3230000,3230000-104-2023-00198,2023-05-15,,01,영업/정상,01,영업,,,,,,63.75,138-888,서울특별시 송파구 문정동 651 문정역테라타워 ,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 G123호 (문정동)",05855,바나프레소 문정테라타워점,2023-05-15 15:28:58,I,2023-05-17 00:19:49.0,커피숍,,,커피숍
239,제과점영업,07_22_01_P,3230000,3230000-104-2023-00129,2023-04-06,,01,영업/정상,01,영업,,,,,02  15778007,3.30,138-825,서울특별시 송파구 문정동 28-2 ,"서울특별시 송파구 동남로8길 6, 1층 우측 101호 (문정동)",05804,씨유문정무지개점,2023-04-06 15:07:06,I,2023-04-08 00:20:23.0,편의점,211021.667937947    ,443122.477330379    ,편의점
240,제과점영업,07_22_01_P,3230000,3230000-104-2023-00165,2023-04-25,,01,영업/정상,01,영업,,,,,,31.15,138-888,서울특별시 송파구 문정동 652-3 르피에드,"서울특별시 송파구 송파대로 141, 르피에드 1층 107호 (문정동)",05855,토키(Tokii),2025-04-28 09:05:35,U,2024-12-03 21:00:00.0,커피숍,,,커피숍
241,제과점영업,07_22_01_P,3230000,3230000-104-2018-00287,2018-08-09,,01,영업/정상,01,영업,,,,,,26.40,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프관 킴스클럽내 1층 (문정동)",05838,송사부수제쌀고로케NC송파점,2022-01-28 09:31:14,U,2022-01-30 02:40:00.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
242,제과점영업,07_22_01_P,3230000,3230000-104-2018-00288,2018-08-09,,01,영업/정상,01,영업,,,,,02  30151179,254.05,138-888,서울특별시 송파구 문정동 642 송파 테라타워2 ,"서울특별시 송파구 송파대로 201, 송파 테라타워2 A동 1층 101,102,103,125호 (문정동)",05854,스타벅스 문정법원로R,2023-02-14 15:00:08,U,2023-02-16 02:40:00.0,커피숍,,,커피숍
243,제과점영업,07_22_01_P,3230000,3230000-104-2018-00292,2018-08-13,,01,영업/정상,01,영업,,,,,,73.00,138-888,서울특별시 송파구 문정동 652-4번지 힐스테이트에코문정 지하117호,"서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 지하117호 (문정동)",05855,Max-pc 맥스피시,2019-09-10 12:41:03,U,2019-09-12 02:40:00.0,패스트푸드,,,패스트푸드
244,제과점영업,07_22_01_P,3230000,3230000-104-2018-00297,2018-08-16,,01,영업/정상,01,영업,,,,,,12.00,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 현대시티몰 아울렛 테크노관 지하1층 (문정동)",05838,더 스토브,2018-08-16 11:08:22,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
245,제과점영업,07_22_01_P,3230000,3230000-104-2018-00319,2018-09-04,,01,영업/정상,01,영업,,,,,,33.20,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 NC백화점 영관 2층 (문정동)",05838,제주스,2018-09-04 14:57:32,U,2018-09-04 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
246,제과점영업,07_22_01_P,3230000,3230000-104-2018-00324,2018-09-06,,01,영업/정상,01,영업,,,,,,3.30,138-888,서울특별시 송파구 문정동 622번지 송파한화오벨리스크 ,"서울특별시 송파구 충민로 5, 106호 (문정동, 송파한화오벨리스크)",05841,씨유송파한화1호점,2018-09-06 17:37:41,U,2018-09-06 23:59:59.0,기타 휴게음식점,210516.191915095    ,441996.227705236    ,기타 휴게음식점
247,제과점영업,07_22_01_P,3230000,3230000-104-2020-00107,2020-04-01,,01,영업/정상,01,영업,,,,,02  21626800,109.47,138-888,서울특별시 송파구 문정동 642번지 송파 테라타워2 ,"서울특별시 송파구 송파대로 201, 송파 테라타워2 A동 지128호 (문정동)",05854,커피나무,2020-04-01 10:35:10,I,2020-04-03 00:23:21.0,커피숍,,,커피숍
248,제과점영업,07_22_01_P,3230000,3230000-104-2010-00152,2010-05-17,,01,영업/정상,01,영업,,,,,,13.00,138-888,서울특별시 송파구 문정동 516번지 가든파이브영관 2층 일부 ,"서울특별시 송파구 충민로 66, 2층 (문정동, 가든파이브영관 일부)",05838,호타루롤,2013-06-25 13:33:35,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
249,제과점영업,07_22_01_P,3230000,3230000-104-2024-00124,2024-04-22,,01,영업/정상,01,영업,,,,,,34.92,138-888,서울특별시 송파구 문정동 651-11 문정역2차 SK V1 ,"서울특별시 송파구 법원로8길 8, 문정역2차 SK V1 1층 114호 (문정동)",05855,블루샥 문정법조타운점,2024-04-30 10:45:14,U,2024-05-02 02:40:00.0,커피숍,,,커피숍
250,제과점영업,07_22_01_P,3230000,3230000-104-2021-00353,2021-11-04,,01,영업/정상,01,영업,,,,,,25.00,138-825,서울특별시 송파구 문정동 27-16 ,"서울특별시 송파구 동남로6길 15, 1층 (문정동)",05804,카페든든,2021-11-04 14:39:25,I,2021-11-06 00:22:45.0,커피숍,210985.122052468    ,442994.288918193    ,커피숍
251,제과점영업,07_22_01_P,3230000,3230000-104-2021-00333,2021-10-14,,01,영업/정상,01,영업,,,,,,17.50,138-888,서울특별시 송파구 문정동 642 송파 테라타워2 ,"서울특별시 송파구 송파대로 201, 송파 테라타워2 B동 1층 119호 (문정동)",05854,카카오카페(KAKAO CAFE),2021-10-14 10:51:35,I,2021-10-16 00:22:46.0,커피숍,,,커피숍
252,제과점영업,07_22_01_P,3230000,3230000-104-2021-00331,2021-10-13,,01,영업/정상,01,영업,,,,,,36.47,138-888,서울특별시 송파구 문정동 645 에이치비지니스파크 ,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 A동 1층 A-108호 (문정동)",05836,날쌘카페 문정점,2021-10-13 15:12:19,I,2021-10-15 00:22:46.0,커피숍,,,커피숍
253,제과점영업,07_22_01_P,3230000,3230000-104-2020-00146,2020-05-06,,01,영업/정상,01,영업,,,,,02  21571279,22.82,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 5층 T5097호 (문정동)",05838,H Coffee&Juice(에이치 커피쥬스),2020-05-06 09:33:05,I,2020-05-08 00:23:40.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
254,제과점영업,07_22_01_P,3230000,3230000-104-2020-00179,2020-06-01,,01,영업/정상,01,영업,,,,,,39.00,138-825,서울특별시 송파구 문정동 49-7번지 ,"서울특별시 송파구 문정로1길 11, 1층 101호 (문정동)",05806,클라쓰,2020-06-01 11:31:43,I,2020-06-04 00:23:18.0,기타 휴게음식점,210914.150262569    ,442787.208323097    ,기타 휴게음식점
255,제과점영업,07_22_01_P,3230000,3230000-104-2020-00191,2020-06-09,,01,영업/정상,01,영업,,,,,,80.00,138-200,서울특별시 송파구 문정동 121-15 ,"서울특별시 송파구 송이로33길 7, 지하1층 (문정동)",05798,주식회사 휴미락,2020-08-23 20:39:32,U,2020-08-25 02:40:00.0,일반조리판매,211686.760957136    ,442868.931649272    ,일반조리판매
256,제과점영업,07_22_01_P,3230000,3230000-104-2020-00132,2020-04-23,,01,영업/정상,01,영업,,,,,,252.63,138-888,서울특별시 송파구 문정동 640-8번지 KDG70 ,"서울특별시 송파구 정의로8길 4, KD70 1층 101,102,103,104,105,109호 (문정동)",05836,투썸플레이스 문정 KD70점,2020-04-23 17:19:49,I,2020-04-25 00:23:33.0,커피숍,,,커피숍
257,제과점영업,07_22_01_P,3230000,3230000-104-2020-00183,2020-06-04,,01,영업/정상,01,영업,,,,,,5.00,138-888,서울특별시 송파구 문정동 622 송파한화오벨리스크 ,"서울특별시 송파구 충민로 5, 1층 123호 (문정동, 송파한화오벨리스크)",05841,씨유 송파한화2호점,2022-05-31 14:43:12,U,2022-06-04 02:40:00.0,편의점,210516.191915095    ,441996.227705236    ,편의점
258,제과점영업,07_22_01_P,3230000,3230000-104-2023-00060,2023-03-06,,01,영업/정상,01,영업,,,,,02  34693592,99.20,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 영관6층 (문정동)",05838,롯데웰푸드(주) 파스퇴르밀크바(NC송파점),2023-04-28 09:17:56,U,2023-04-30 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
259,제과점영업,07_22_01_P,3230000,3230000-104-2023-00094,2023-03-15,,01,영업/정상,01,영업,,,,,,40.65,138-888,서울특별시 송파구 문정동 645-2 에이치비지니스파크 ,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 1층 C102호 (문정동)",05836,MONSTER COFFEE,2023-03-15 16:48:32,I,2023-03-17 00:41:34.0,커피숍,,,커피숍
260,제과점영업,07_22_01_P,3230000,3230000-104-2023-00105,2023-03-27,,01,영업/정상,01,영업,,,,,,116.37,138-826,서울특별시 송파구 문정동 69-2 ,"서울특별시 송파구 새말로5길 5, 1층 (문정동)",05808,카페55 (CAFE55),2023-12-11 10:12:01,U,2023-12-13 02:40:00.0,커피숍,210939.358175562    ,442336.894797467    ,커피숍
261,제과점영업,07_22_01_P,3230000,3230000-104-2023-00106,2023-03-27,,01,영업/정상,01,영업,,,,,,66.00,138-888,서울특별시 송파구 문정동 640-5 AJ빌딩 ,"서울특별시 송파구 정의로8길 9, 에이제이비전타워 1층 (문정동)",05836,피트 앤 브레드,2023-03-27 16:32:13,I,2023-03-29 00:41:29.0,커피숍,,,커피숍
262,제과점영업,07_22_01_P,3230000,3230000-104-2021-00356,2021-11-08,,01,영업/정상,01,영업,,,,,,3.30,138-823,서울특별시 송파구 문정동 1 문정래미안아파트 ,"서울특별시 송파구 문정로 83, 상가동 1층 124호 (문정동, 문정래미안아파트)",05794,이마트24 문정래미안점,2021-11-08 16:06:29,I,2021-11-10 00:22:45.0,편의점,211453.050926808    ,443165.755655708    ,편의점
263,제과점영업,07_22_01_P,3230000,3230000-104-2023-00122,2023-03-31,,01,영업/정상,01,영업,,,,,,72.64,138-200,서울특별시 송파구 문정동 110 아이존빌 ,"서울특별시 송파구 송이로34길 15, 1층 101호 (문정동, 아이존빌)",05800,이마트24 송파문정점,2023-03-31 15:37:58,I,2023-04-02 00:20:28.0,편의점,211541.817464994    ,442672.447737059    ,편의점
264,제과점영업,07_22_01_P,3230000,3230000-104-2021-00377,2021-11-23,,01,영업/정상,01,영업,,,,,,33.00,138-888,서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 B동 1층 110호 (문정동)",05854,순심이네 과자점,2021-11-23 13:05:09,I,2021-11-25 00:22:44.0,커피숍,,,커피숍
265,제과점영업,07_22_01_P,3230000,3230000-104-2021-00322,2021-09-30,,01,영업/정상,01,영업,,,,,,3.00,138-888,서울특별시 송파구 문정동 643-1 엠스테이트 ,"서울특별시 송파구 법원로 114, 엠스테이트 C동 1층 103호 (문정동)",05854,씨유(CU)문정엠스테이트점,2021-09-30 15:44:44,I,2021-10-02 00:22:47.0,편의점,,,편의점
266,제과점영업,07_22_01_P,3230000,3230000-104-2021-00328,2021-10-08,,01,영업/정상,01,영업,,,,,,29.53,138-888,서울특별시 송파구 문정동 644-2 문정현대지식산업센터1-2 ,"서울특별시 송파구 법원로11길 7, 문정현대지식산업센터1-2 C동 지하2층 B209-1호 (문정동)",05836,카페_콩,2021-10-08 13:24:47,I,2021-10-10 00:22:47.0,커피숍,,,커피숍
267,제과점영업,07_22_01_P,3230000,3230000-104-2024-00044,2024-02-08,,01,영업/정상,01,영업,,,,,,31.19,138-888,서울특별시 송파구 문정동 652 송파법조타운푸르지오시티 ,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오시티 1층 133호 (문정동)",05855,유즈(YUZ),2024-02-08 15:47:45,I,2024-02-11 00:16:19.0,커피숍,,,커피숍
268,제과점영업,07_22_01_P,3230000,3230000-104-2024-00058,2024-02-26,,01,영업/정상,01,영업,,,,,,26.42,138-824,서울특별시 송파구 문정동 9-6 ,"서울특별시 송파구 송이로32길 4, 1층 101호 (문정동)",05796,오몽카페(Omong Cafe),2024-02-26 09:58:05,I,2024-02-28 00:15:44.0,커피숍,211254.397289421    ,443071.971504487    ,커피숍
